update,rewards_data,total_loss_data,train_loss_out_data
1,11.072187423706055,302.0027648925781,32.746002197265625
2,10.972798347473145,292.5417217254639,30.680898666381836
3,8.43193244934082,283.22951164245603,17.799230575561523
4,6.975644111633301,274.38043479919435,12.35962963104248
5,11.696699142456055,265.922900390625,54.291038513183594
6,14.09036636352539,257.7965612411499,74.94206237792969
7,15.083112716674805,250.04051570892332,148.19952392578125
8,14.56374740600586,242.6665328979492,87.6312255859375
9,7.2553229331970215,235.35433807373047,21.543928146362305
10,7.837093830108643,228.3687177658081,88.71310424804688
11,3.1149909496307373,221.58886642456054,112.87821960449219
12,1.371415615081787,215.0908660888672,86.73283386230469
13,5.052682876586914,208.81268825531004,74.69535827636719
14,1.3580515384674072,202.87882480621337,121.62461853027344
15,6.023435115814209,197.12427368164063,18.421222686767578
16,5.858454704284668,191.57354907989503,37.066410064697266
17,6.200357913970947,186.23909091949463,51.06406784057617
18,15.825118064880371,181.06218338012695,155.70046997070312
19,17.7982177734375,176.1362674713135,132.0010986328125
20,18.75313377380371,171.36783695220947,185.9226531982422
21,3.504685163497925,166.68808021545408,69.98739624023438
22,2.531891107559204,162.02587089538574,55.007442474365234
23,10.370009422302246,157.6949352264404,95.17764282226562
24,10.772958755493164,153.6261110305786,75.4317626953125
25,5.902041912078857,149.4638126373291,32.086082458496094
26,-0.14527451992034912,145.41914100646972,20.290945053100586
27,-0.5732154250144958,141.55511627197268,7.563406944274902
28,-3.209550619125366,137.86498241424562,53.08262252807617
29,4.448527812957764,134.35591754913332,56.15253448486328
30,4.3602399826049805,130.98488273620603,36.596370697021484
31,8.29738998413086,127.73256969451904,123.92318725585938
32,2.798630714416504,124.50050010681151,49.854278564453125
33,1.1938250064849854,121.36943883895873,29.037824630737305
34,6.039844512939453,118.39060335159303,87.74443817138672
35,-3.619137763977051,115.4573956489563,35.09197998046875
36,1.9414362907409668,112.63586483001708,8.538037300109863
37,2.8209285736083984,109.90404243469237,10.22374153137207
38,4.145465850830078,107.39153814315796,24.56605339050293
39,1.891997218132019,104.85443811416626,10.45053482055664
40,8.313409805297852,102.49482030868529,71.78424835205078
41,5.96968936920166,100.16226100921631,48.82475280761719
42,11.791858673095703,97.88019828796388,168.23806762695312
43,2.150801658630371,95.77460880279541,41.58690643310547
44,4.025721073150635,93.5780574798584,13.895816802978516
45,2.6280579566955566,91.51878547668457,9.506160736083984
46,6.914076805114746,89.52312364578248,41.977882385253906
47,7.975356578826904,87.54103708267212,83.81127166748047
48,7.830781936645508,85.62639074325561,83.32551574707031
49,10.018144607543945,83.73291225433348,81.2054443359375
50,5.309992790222168,82.05834817886353,43.46602249145508
51,4.557184219360352,80.31418361663819,25.467769622802734
52,5.814800262451172,78.6878270149231,43.657466888427734
53,8.735000610351562,77.01573209762572,64.47743225097656
54,5.091091156005859,75.34897899627686,45.65480041503906
55,7.146340370178223,73.7346097946167,83.0951156616211
56,14.430440902709961,72.23021802902223,151.56744384765625
57,6.256324768066406,70.834547996521,54.31877899169922
58,1.529801845550537,69.3588399887085,10.138849258422852
59,5.723443031311035,68.04750757217407,41.74001693725586
60,7.074980735778809,66.75450925827028,35.03171157836914
61,4.492712497711182,65.5421055316925,18.924375534057617
62,5.20704460144043,64.23174505233764,25.90291976928711
63,0.5324175357818604,63.07219939231872,21.73069953918457
64,-0.03668773174285889,61.84384112358093,15.374080657958984
65,-2.4435410499572754,60.659636449813846,21.756675720214844
66,-4.64755916595459,59.522708272933954,28.951833724975586
67,-2.917238473892212,58.34783053398132,13.639641761779785
68,-3.9080216884613037,57.26592216491699,10.316649436950684
69,-4.767995834350586,56.193479490280154,9.975194931030273
70,-3.4138057231903076,55.183931016922,7.6815009117126465
71,-2.5428569316864014,54.16966161727905,6.835472583770752
72,-0.8279421329498291,53.28351798057555,26.736501693725586
73,0.8166441321372986,52.36504526138306,46.5153923034668
74,-2.1407310962677,51.52121667861938,10.124763488769531
75,-0.7111517190933228,50.69777016639709,6.826059818267822
76,2.136800765991211,49.88302397727966,10.77574348449707
77,4.583338737487793,49.153593969345096,25.37818145751953
78,4.905247688293457,48.38536095619202,21.452842712402344
79,16.378353118896484,47.67673444747925,160.44546508789062
80,11.302251815795898,47.042134332656865,83.20816040039062
81,6.87476921081543,46.162787437438965,32.74052429199219
82,7.7706732749938965,45.331023311614985,52.100425720214844
83,10.587762832641602,44.683444786071775,89.14783477783203
84,8.746484756469727,44.02913188934326,56.64036178588867
85,11.841310501098633,43.35683097839355,92.57630157470703
86,9.30630874633789,42.669269323349,112.96517944335938
87,12.302909851074219,42.113432979583735,119.00840759277344
88,3.1227309703826904,41.43910312652588,36.21541213989258
89,1.3099758625030518,40.826952600479125,19.423364639282227
90,6.740653038024902,40.21934013366699,33.21450424194336
91,14.49439811706543,39.77334837913513,151.81651306152344
92,8.054681777954102,39.143951416015625,44.72813415527344
93,6.705644607543945,38.626374864578246,26.661640167236328
94,12.411147117614746,38.085006380081175,53.52568054199219
95,10.46761703491211,37.57509789466858,85.06713104248047
96,5.5441179275512695,37.08119974136353,58.49773406982422
97,11.661372184753418,36.63166704177857,96.090576171875
98,6.516300201416016,35.99717450141907,38.58196258544922
99,11.13598346710205,35.56620278358459,103.33224487304688
100,2.839015245437622,35.074458026885985,62.641387939453125
101,7.203762054443359,34.622589635848996,68.11751556396484
102,12.296541213989258,34.114570522308355,94.18706512451172
103,8.018671035766602,33.65905685424805,66.42549133300781
104,9.387825012207031,33.50761904716492,57.71095275878906
105,16.370899200439453,33.087974429130554,133.51461791992188
106,4.724125385284424,32.68621137142181,21.276885986328125
107,10.981603622436523,32.38804244995117,122.71896362304688
108,9.416481971740723,31.945463013648986,134.61422729492188
109,8.045736312866211,31.521556639671324,85.37290954589844
110,10.182524681091309,31.1821611404419,100.80474090576172
111,8.236632347106934,30.848399376869203,124.50308227539062
112,15.86256217956543,30.41355938911438,211.0685272216797
113,6.459927558898926,29.967962312698365,88.51388549804688
114,4.798171520233154,29.62258312702179,49.28874588012695
115,4.220959663391113,29.243164205551146,46.743324279785156
116,1.072495937347412,29.055129694938657,63.17208480834961
117,4.819167137145996,28.727474641799926,72.33171081542969
118,-0.9987435340881348,28.25279974937439,32.48552322387695
119,-1.0902342796325684,27.908987593650814,33.902122497558594
120,3.144716501235962,27.631443572044372,62.22926330566406
121,-0.4185199737548828,27.318040084838866,24.06780242919922
